100 8910
52 96 9
52 62 10
52 75 3
52 71 3
52 27 7
52 16 7
52 87 6
52 90 6
52 11 5
52 35 9
52 68 3
52 59 2
52 77 8
52 95 6
52 86 5
52 41 2
52 99 5
52 67 4
52 37 5
52 56 4
52 19 5
52 29 1
52 66 10
52 69 9
52 91 5
52 33 7
52 12 10
52 23 7
52 44 10
52 93 6
52 72 9
52 31 7
52 60 9
52 13 8
52 65 5
52 38 2
52 58 4
52 61 6
52 64 3
52 32 1
52 24 9
52 88 8
52 0 7
52 76 3
52 89 6
52 28 7
52 50 3
52 73 1
52 92 5
52 6 9
52 5 1
52 53 3
52 57 9
52 17 6
52 84 6
52 47 6
53 9 4
53 58 2
53 44 2
53 62 10
53 11 1
53 60 3
53 13 9
53 51 1
53 42 9
53 18 7
53 41 7
53 68 10
53 47 1
53 94 2
53 63 9
53 49 8
53 43 6
53 83 5
53 24 1
53 70 7
53 97 7
53 71 4
53 4 6
53 67 4
53 26 3
53 33 7
53 20 9
53 52 4
53 89 2
53 36 1
53 12 3
53 30 9
53 14 4
53 64 5
53 21 1
53 57 8
53 91 9
53 95 10
53 39 1
53 48 1
53 22 5
53 86 10
53 82 9
53 55 4
53 50 8
53 5 6
53 88 5
53 75 3
53 0 3
53 29 3
53 34 9
53 35 2
53 15 10
53 61 5
53 7 10
53 80 9
53 78 3
53 6 6
53 8 8
53 93 10
53 87 5
53 28 9
53 90 1
53 40 8
53 45 8
53 37 8
53 23 1
53 10 3
53 96 9
53 73 10
53 32 7
53 74 10
53 1 3
53 46 7
53 59 2
53 16 9
53 17 7
53 99 9
53 84 6
53 79 4
53 85 8
53 2 5
53 25 2
53 56 4
53 81 8
53 77 9
53 3 2
53 38 4
53 76 1
54 5 2
54 8 10
54 92 4
54 50 8
54 72 10
54 71 3
54 29 5
54 93 5
54 11 6
54 77 3
54 27 5
54 99 9
54 66 5
54 88 10
54 63 5
54 67 6
54 1 5
54 18 7
54 16 1
54 36 10
54 43 9
54 13 9
54 28 6
54 51 7
54 89 7
54 94 2
54 35 3
54 49 5
54 81 6
54 69 7
54 48 4
54 70 3
54 95 9
54 33 5
54 58 8
54 79 8
54 41 8
54 42 2
54 68 3
54 83 2
54 82 8
54 7 5
54 78 5
54 91 1
54 2 3
54 17 8
54 34 2
54 60 5
54 45 3
54 73 10
54 55 6
54 26 4
54 96 5
54 30 9
54 97 8
54 23 9
54 14 7
54 6 4
54 12 9
54 86 8
54 62 8
54 87 1
54 44 3
54 32 4
54 24 5
54 56 9
54 38 8
54 37 4
54 40 9
54 22 9
54 75 8
54 3 2
54 0 2
54 84 10
54 76 3
54 65 1
54 53 10
54 47 10
54 19 6
54 20 7
54 59 5
54 52 9
54 80 8
54 9 3
54 21 6
54 31 5
54 85 4
54 74 9
54 57 9
55 22 5
55 52 9
55 79 9
55 24 2
55 19 7
55 82 4
55 69 2
55 66 3
55 63 1
55 31 2
55 80 4
55 34 9
55 97 2
55 38 5
55 28 1
55 90 7
55 11 8
55 98 4
55 8 10
55 15 9
55 56 5
55 88 4
55 49 2
55 57 5
55 77 6
55 4 6
55 70 7
55 65 5
55 67 10
55 1 7
55 89 1
55 94 2
55 33 6
55 53 6
55 68 8
55 54 10
55 61 3
55 58 1
55 30 3
55 64 6
55 16 10
55 46 3
55 9 10
55 42 4
55 26 2
55 25 8
55 96 10
55 48 6
55 51 6
55 17 7
55 2 7
55 7 10
55 10 6
55 41 10
55 84 5
55 0 5
55 23 6
55 95 9
55 50 5
55 5 2
55 29 3
55 40 7
55 81 3
55 39 6
55 47 8
55 85 3
55 14 4
55 21 5
55 83 10
55 32 1
55 91 5
55 44 9
55 35 1
55 78 4
55 13 10
55 3 9
55 99 2
55 87 2
55 59 9
55 93 2
55 45 3
55 71 1
55 12 9
55 18 3
55 27 10
55 75 7
55 92 7
55 73 10
55 86 10
55 74 2
55 43 5
56 72 9
56 79 6
56 41 9
56 30 3
56 14 10
56 78 1
56 16 9
56 75 10
56 21 9
56 20 6
56 93 6
56 67 6
56 83 8
56 95 5
56 81 5
56 53 9
56 35 3
56 27 10
56 36 1
56 25 3
56 46 2
56 66 4
56 77 2
56 5 7
56 62 9
56 2 2
56 61 1
56 63 6
56 26 2
56 54 3
56 0 3
56 64 1
56 71 10
56 48 7
56 86 7
56 70 10
56 55 6
56 73 6
56 47 7
56 40 8
56 4 3
56 15 3
56 3 10
56 39 6
56 74 10
56 43 9
56 45 2
56 13 4
56 34 2
56 82 10
56 9 1
56 88 7
56 37 5
56 84 3
56 6 3
56 52 1
56 31 2
56 24 7
56 85 10
56 87 10
56 23 3
56 65 4
56 19 8
56 28 6
56 89 6
56 94 10
56 11 3
56 96 2
56 42 2
56 44 7
56 60 10
56 49 7
56 51 9
56 38 8
56 17 5
56 90 4
56 32 6
56 29 9
56 91 5
56 50 2
56 97 3
56 59 5
56 1 9
57 45 8
57 36 3
57 26 1
57 86 3
57 24 3
57 38 5
57 68 5
57 27 4
57 43 8
57 18 6
57 7 9
57 32 10
57 48 1
57 47 1
57 31 3
57 89 4
57 61 9
57 94 2
57 60 10
57 98 3
57 53 3
57 74 10
57 88 3
57 97 9
57 72 3
57 33 6
57 54 10
57 80 9
57 96 1
57 15 2
57 90 8
57 0 4
57 79 6
57 51 3
57 65 8
57 19 2
57 69 5
57 58 9
57 56 7
57 22 8
57 11 4
57 17 7
57 14 2
57 76 8
57 70 1
57 99 4
57 78 5
57 41 5
57 4 1
57 5 5
57 13 2
57 39 2
57 20 4
57 87 6
57 93 1
57 91 2
57 55 10
57 59 8
57 92 4
57 21 1
57 29 4
57 81 3
57 42 8
57 75 5
57 3 10
57 28 3
57 84 10
57 83 4
57 35 1
57 46 1
57 52 3
57 49 1
57 44 5
57 2 8
57 6 8
57 85 4
57 37 10
57 64 5
57 77 9
57 25 8
57 66 1
57 40 1
57 1 1
57 82 2
57 30 1
57 50 5
57 71 3
57 10 2
57 12 5
57 16 7
57 34 9
58 45 2
58 97 4
58 95 2
58 8 5
58 79 5
58 82 6
58 3 1
58 76 5
58 29 4
58 50 8
58 73 9
58 30 2
58 38 8
58 77 2
58 74 7
58 49 9
58 60 9
58 66 4
58 12 10
58 70 6
58 57 10
58 63 10
58 80 1
58 16 5
58 32 5
58 36 3
58 28 10
58 98 5
58 33 6
58 90 2
58 78 4
58 86 4
58 20 5
58 18 1
58 65 9
58 37 1
58 11 6
58 59 4
58 14 9
58 52 5
58 64 10
58 53 1
58 61 4
58 23 1
58 83 6
58 40 2
58 22 9
58 5 5
58 69 8
58 91 1
58 6 7
58 21 2
58 31 5
58 15 8
58 7 10
58 41 3
58 47 5
58 88 5
58 93 5
58 85 1
58 81 7
58 56 7
58 17 2
58 13 1
58 43 1
58 2 5
58 35 3
58 96 8
58 26 1
58 99 1
58 55 5
58 75 6
58 10 2
58 72 10
58 39 5
58 25 4
58 89 5
58 92 2
58 67 1
58 44 2
58 9 1
58 24 10
58 94 9
58 1 4
58 87 1
58 48 1
58 27 9
58 34 4
58 46 5
59 42 8
59 9 9
59 0 7
59 89 3
59 75 10
59 8 6
59 21 10
59 72 1
59 35 5
59 62 8
59 91 7
59 99 7
59 84 10
59 80 2
59 50 5
59 15 10
59 39 2
59 78 10
59 26 7
59 40 2
59 67 6
59 30 1
59 41 6
59 27 9
59 17 8
59 13 10
59 83 10
59 48 2
59 85 6
59 20 2
59 65 3
59 74 4
59 18 9
59 3 3
59 37 10
59 60 4
59 38 7
59 23 1
59 36 3
59 24 10
59 92 9
59 68 10
59 66 3
59 57 6
59 10 9
59 19 8
59 49 10
59 86 7
59 55 6
59 31 3
59 4 5
59 53 9
59 33 9
59 76 8
59 6 2
59 70 5
59 7 1
59 61 6
59 45 1
59 52 1
59 77 6
59 12 9
59 54 7
59 22 7
59 96 6
59 43 8
59 25 3
59 58 7
59 79 9
59 97 7
59 88 5
59 11 3
59 51 2
59 56 2
59 47 7
59 32 8
59 95 5
59 69 3
59 1 4
59 90 3
59 14 4
59 82 9
59 98 9
59 46 7
60 48 10
60 47 7
60 76 8
60 30 4
60 95 4
60 5 4
60 15 3
60 72 10
60 75 6
60 23 1
60 62 7
60 16 4
60 50 5
60 66 4
60 63 6
60 32 3
60 65 7
60 68 7
60 43 10
60 36 9
60 83 2
60 44 6
60 99 3
60 90 3
60 94 3
60 26 5
60 6 1
60 74 9
60 20 4
60 14 5
60 57 8
60 70 3
60 39 2
60 22 9
60 80 6
60 78 8
60 88 9
60 86 6
60 0 9
60 81 1
60 45 3
60 24 9
60 3 8
60 18 5
60 4 10
60 55 9
60 27 5
60 12 1
60 35 3
60 9 10
60 10 2
60 19 6
60 89 10
60 11 10
60 59 2
60 53 10
60 7 8
60 96 6
60 98 3
60 8 4
60 42 7
60 33 6
60 56 4
60 84 1
60 69 6
60 51 6
60 92 5
60 64 10
60 2 5
60 54 3
60 38 2
60 67 3
60 40 5
60 13 3
60 52 7
60 91 6
60 34 3
60 71 10
60 49 2
60 73 3
60 77 4
60 87 5
60 21 2
60 61 7
60 31 9
60 37 9
60 1 8
60 25 4
61 38 5
61 6 7
61 59 5
61 75 5
61 71 7
61 10 2
61 96 6
61 49 2
61 4 1
61 86 2
61 28 6
61 35 7
61 83 8
61 68 3
61 54 1
61 95 8
61 57 6
61 44 7
61 22 7
61 13 4
61 97 1
61 60 5
61 51 10
61 17 9
61 27 2
61 77 3
61 20 5
61 11 7
61 90 5
61 80 6
61 1 2
61 25 8
61 26 4
61 31 4
61 43 9
61 56 5
61 53 5
61 37 3
61 74 4
61 8 2
61 87 9
61 3 9
61 84 1
61 93 5
61 7 4
61 23 10
61 2 2
61 89 1
61 0 5
61 55 9
61 29 5
61 40 6
61 21 6
61 34 6
61 62 5
61 46 1
61 9 2
61 98 10
61 85 7
61 58 8
61 19 2
61 73 10
61 91 10
61 32 5
61 45 4
61 14 9
61 92 6
61 15 7
61 48 5
61 82 2
61 36 2
61 65 6
61 50 9
61 79 7
61 76 1
61 88 2
61 39 9
61 69 4
61 72 1
61 66 5
61 16 1
61 33 1
61 70 4
61 67 5
61 30 8
61 99 10
61 12 4
61 64 2
61 24 4
61 41 6
61 42 2
62 45 3
62 85 6
62 46 6
62 17 6
62 72 7
62 86 6
62 93 4
62 26 6
62 28 5
62 67 9
62 37 3
62 82 6
62 88 9
62 78 5
62 54 10
62 95 9
62 52 3
62 57 7
62 71 9
62 11 1
62 39 2
62 29 2
62 6 10
62 36 9
62 92 8
62 94 7
62 12 9
62 22 10
62 89 5
62 77 4
62 15 3
62 65 5
62 4 8
62 47 4
62 7 1
62 33 10
62 87 10
62 44 6
62 2 1
62 74 3
62 66 10
62 23 3
62 63 10
62 27 8
62 80 6
62 70 6
62 48 9
62 51 10
62 8 8
62 83 5
62 34 1
62 59 5
62 60 1
62 55 1
62 98 8
62 69 8
62 20 7
62 1 9
62 49 8
62 96 2
62 61 9
62 41 7
62 79 7
62 18 10
62 32 7
62 25 8
62 68 8
62 24 10
62 10 1
62 21 6
62 38 1
62 30 2
62 19 3
62 91 6
62 64 8
62 50 9
62 14 6
62 76 6
62 31 9
62 0 5
62 97 9
62 5 2
62 13 2
62 35 3
62 58 5
62 9 10
62 81 8
62 3 6
62 56 3
63 79 9
63 77 10
63 23 3
63 62 6
63 90 3
63 58 5
63 69 8
63 5 10
63 2 6
63 36 4
63 65 1
63 97 7
63 38 2
63 52 9
63 51 10
63 98 2
63 66 8
63 1 5
63 24 2
63 72 6
63 32 4
63 20 9
63 68 3
63 22 10
63 53 2
63 3 3
63 8 7
63 59 1
63 30 4
63 39 9
63 88 1
63 12 4
63 91 6
63 82 4
63 76 1
63 17 3
63 44 2
63 14 1
63 37 9
63 85 6
63 70 2
63 35 5
63 57 8
63 25 5
63 48 2
63 13 6
63 50 6
63 54 7
63 60 3
63 87 8
63 0 3
63 81 8
63 45 4
63 75 2
63 56 9
63 73 8
63 15 4
63 34 2
63 49 3
63 71 6
63 26 5
63 84 4
63 78 2
63 33 10
63 89 10
63 18 7
63 80 7
63 67 7
63 29 10
63 61 7
63 16 9
63 19 8
63 9 1
63 93 1
63 27 4
63 74 7
63 94 8
63 7 7
63 11 5
63 83 10
63 64 7
63 95 2
63 42 8
63 99 9
63 96 7
63 86 6
63 55 1
63 4 6
63 92 6
63 6 1
63 46 5
63 10 7
64 62 6
64 99 2
64 48 9
64 3 8
64 81 9
64 87 7
64 23 7
64 28 7
64 17 7
64 22 3
64 41 3
64 46 7
64 65 4
64 53 6
64 75 8
64 13 6
64 19 6
64 74 7
64 29 2
64 83 4
64 56 2
64 77 6
64 6 5
64 31 5
64 93 7
64 35 2
64 57 10
64 49 8
64 20 5
64 96 8
64 27 1
64 72 4
64 12 9
64 47 5
64 43 3
64 55 3
64 5 6
64 44 8
64 66 2
64 24 3
64 10 10
64 26 9
64 68 1
64 9 10
64 94 6
64 82 8
64 0 5
64 30 1
64 34 10
64 80 10
64 39 3
64 95 7
64 78 7
64 38 1
64 69 10
64 40 6
64 71 10
64 21 1
64 42 6
64 97 5
64 70 3
64 7 3
64 76 10
64 67 4
64 15 9
64 33 3
64 59 7
64 73 7
64 98 4
64 86 10
64 60 4
64 32 3
64 2 10
64 8 4
64 51 2
64 54 10
64 91 1
64 63 10
64 58 3
64 1 8
64 50 7
64 89 3
64 16 10
64 79 10
64 45 2
64 37 3
64 52 2
64 61 1
64 92 1
64 18 4
65 53 7
65 80 10
65 36 3
65 1 1
65 63 8
65 7 8
65 2 2
65 58 5
65 20 3
65 28 3
65 97 6
65 96 9
65 86 9
65 38 6
65 41 6
65 88 1
65 12 5
65 69 5
65 47 7
65 19 6
65 94 2
65 23 6
65 11 9
65 76 3
65 16 5
65 51 8
65 98 10
65 84 7
65 26 9
65 49 2
65 82 10
65 78 8
65 57 5
65 29 9
65 37 7
65 72 1
65 91 6
65 43 9
65 48 8
65 89 7
65 45 5
65 31 7
65 5 5
65 75 8
65 60 2
65 44 3
65 21 10
65 46 6
65 87 9
65 30 9
65 67 5
65 6 2
65 59 2
65 9 7
65 8 4
65 74 7
65 66 10
65 33 3
65 0 1
65 85 4
65 93 5
65 95 9
65 3 7
65 90 9
65 92 10
65 4 5
65 39 2
65 81 7
65 14 1
65 24 1
65 18 6
65 52 2
65 55 5
65 70 2
65 15 6
65 13 3
65 25 3
65 77 5
65 83 1
65 35 4
65 40 6
65 22 8
65 32 10
65 17 8
65 64 6
65 42 3
65 99 6
65 27 6
65 34 3
65 56 7
66 72 7
66 70 4
66 34 1
66 61 5
66 7 2
66 22 3
66 91 6
66 83 6
66 63 1
66 73 10
66 56 2
66 51 2
66 43 4
66 23 9
66 12 4
66 5 10
66 64 6
66 81 7
66 20 10
66 1 4
66 15 5
66 30 1
66 28 7
66 82 8
66 57 4
66 11 9
66 55 7
66 45 6
66 2 10
66 75 7
66 3 3
66 39 4
66 29 4
66 59 4
66 9 6
66 76 1
66 32 6
66 38 7
66 25 2
66 86 9
66 26 8
66 68 7
66 42 7
66 0 8
66 95 3
66 78 5
66 65 7
66 93 2
66 98 6
66 52 1
66 92 10
66 48 6
66 99 7
66 36 9
66 27 9
66 19 6
66 89 3
66 58 2
66 46 2
66 44 1
66 94 3
66 47 9
66 31 6
66 79 7
66 16 7
66 35 2
66 53 4
66 88 9
66 41 6
66 62 2
66 69 8
66 4 8
66 13 1
66 21 7
66 37 5
66 90 4
66 67 3
66 50 3
66 24 4
66 87 3
66 77 6
66 8 4
66 6 6
66 84 4
66 71 3
66 54 2
66 85 4
66 18 9
66 17 5
66 14 8
66 40 5
67 6 8
67 80 4
67 21 1
67 29 2
67 93 10
67 68 1
67 70 7
67 66 8
67 82 3
67 94 3
67 95 7
67 74 8
67 96 3
67 62 2
67 3 7
67 24 4
67 73 7
67 46 6
67 25 1
67 54 4
67 77 8
67 56 10
67 4 10
67 35 9
67 83 8
67 59 7
67 49 9
67 58 2
67 76 2
67 44 7
67 36 6
67 7 4
67 99 8
67 8 1
67 22 5
67 5 8
67 97 2
67 52 4
67 79 6
67 55 3
67 64 4
67 48 7
67 27 3
67 12 10
67 33 8
67 78 9
67 17 2
67 42 5
67 20 6
67 26 3
67 40 4
67 50 4
67 57 8
67 32 6
67 87 1
67 45 4
67 13 7
67 92 1
67 69 2
67 65 3
67 23 1
67 86 4
67 47 1
67 63 10
67 1 4
67 53 3
67 41 4
67 19 5
67 61 2
67 90 10
67 88 1
67 81 7
67 10 7
67 9 1
67 34 6
67 28 9
67 89 6
67 14 5
67 2 8
67 11 1
67 72 2
67 38 7
67 98 9
67 51 9
67 18 5
67 0 5
67 15 1
67 37 1
67 91 7
67 43 3
67 60 3
68 55 2
68 30 2
68 53 7
68 74 3
68 18 7
68 36 10
68 31 3
68 71 6
68 14 3
68 89 10
68 46 7
68 25 2
68 73 10
68 39 9
68 4 5
68 80 4
68 2 9
68 19 8
68 82 8
68 60 5
68 49 7
68 43 2
68 98 5
68 29 8
68 67 9
68 13 4
68 47 3
68 22 9
68 91 5
68 99 1
68 77 7
68 1 2
68 79 4
68 72 1
68 12 8
68 42 8
68 78 5
68 96 4
68 20 4
68 56 5
68 17 9
68 81 7
68 33 7
68 97 6
68 44 6
68 45 4
68 75 1
68 16 3
68 69 6
68 84 8
68 62 8
68 0 1
68 95 8
68 40 10
68 50 2
68 70 5
68 52 3
68 38 3
68 61 6
68 6 4
68 90 7
68 32 1
68 54 4
68 34 7
68 64 2
68 26 9
68 65 10
68 8 1
68 10 10
68 88 3
68 35 1
68 21 6
68 87 5
68 37 5
68 66 4
68 3 4
68 48 6
68 28 1
68 86 10
68 83 6
68 76 5
68 9 1
68 63 6
68 24 8
68 7 4
68 11 1
68 5 3
68 59 7
68 58 9
68 57 6
68 51 7
68 41 7
69 85 3
69 55 10
69 60 8
69 36 8
69 24 4
69 92 8
69 41 2
69 46 9
69 58 6
69 87 2
69 4 4
69 49 8
69 51 5
69 77 9
69 34 8
69 25 5
69 2 6
69 13 4
69 44 4
69 90 3
69 63 3
69 3 1
69 35 4
69 88 10
69 8 3
69 78 8
69 38 4
69 68 9
69 98 5
69 50 1
69 74 4
69 65 3
69 21 10
69 52 10
69 10 1
69 11 3
69 39 10
69 6 8
69 15 4
69 70 7
69 19 10
69 62 4
69 93 3
69 30 2
69 66 3
69 57 9
69 22 9
69 7 7
69 56 3
69 83 5
69 99 5
69 95 6
69 59 2
69 47 6
69 71 3
69 86 5
69 1 9
69 67 6
69 81 8
69 12 7
69 31 2
69 20 10
69 43 8
69 16 6
69 80 10
69 0 9
69 45 3
69 37 4
69 26 7
69 48 7
69 14 7
69 27 9
69 53 6
69 72 6
69 64 7
69 76 7
69 91 7
69 42 1
69 94 2
69 28 10
69 96 9
69 82 9
69 89 3
69 73 8
69 40 4
69 18 7
69 32 10
69 75 9
69 84 1
69 33 1
69 17 7
70 63 4
70 67 7
70 12 2
70 6 2
70 73 6
70 96 6
70 24 4
70 75 3
70 34 10
70 0 7
70 58 9
70 71 10
70 60 3
70 93 9
70 37 7
70 21 4
70 48 3
70 35 7
70 43 5
70 26 2
70 51 5
70 94 8
70 31 7
70 99 3
70 10 7
70 59 7
70 81 9
70 62 5
70 79 4
70 23 1
70 1 2
70 4 7
70 5 6
70 92 6
70 86 8
70 27 4
70 89 10
70 40 10
70 50 10
70 66 3
70 68 8
70 57 9
70 65 4
70 84 9
70 87 5
70 49 4
70 56 2
70 82 9
70 9 9
70 39 3
70 69 7
70 14 7
70 55 10
70 15 2
70 19 7
70 3 8
70 29 10
70 74 3
70 44 9
70 91 9
70 17 1
70 16 5
70 85 10
70 53 10
70 97 10
70 7 5
70 41 7
70 61 2
70 52 4
70 20 1
70 33 4
70 32 9
70 47 5
70 13 8
70 38 9
70 98 5
70 36 6
70 64 3
70 95 1
70 78 3
70 90 7
70 83 7
70 76 1
70 8 2
70 45 7
70 2 9
71 91 8
71 20 1
71 17 2
71 19 2
71 47 4
71 15 10
71 76 4
71 22 3
71 8 6
71 28 4
71 63 10
71 99 5
71 41 9
71 87 2
71 72 6
71 23 2
71 36 3
71 88 3
71 50 5
71 92 9
71 79 10
71 93 1
71 9 3
71 40 8
71 29 2
71 30 7
71 5 10
71 49 3
71 24 8
71 82 3
71 89 8
71 51 4
71 57 9
71 95 8
71 2 2
71 60 5
71 16 8
71 73 7
71 90 10
71 31 4
71 74 6
71 69 3
71 62 6
71 48 3
71 21 6
71 67 2
71 61 2
71 64 5
71 68 2
71 39 7
71 59 5
71 7 4
71 32 2
71 86 10
71 75 10
71 18 6
71 77 9
71 54 5
71 34 3
71 26 8
71 81 2
71 38 2
71 58 2
71 97 2
71 70 9
71 44 2
71 45 7
71 12 7
71 85 2
71 14 6
71 27 3
71 65 1
71 98 9
71 4 1
71 43 6
71 42 4
71 3 4
71 84 6
71 0 3
71 6 7
71 13 1
71 37 8
71 83 6
71 66 8
71 78 3
71 94 3
71 46 2
71 35 4
71 53 3
71 10 3
71 80 6
71 52 9
72 52 7
72 46 3
72 32 8
72 74 9
72 24 10
72 57 3
72 11 4
72 34 1
72 38 5
72 6 5
72 14 8
72 77 1
72 92 9
72 47 10
72 90 3
72 76 7
72 79 8
72 70 2
72 65 7
72 31 8
72 33 7
72 86 7
72 99 4
72 45 3
72 16 2
72 39 3
72 7 3
72 63 5
72 53 4
72 3 1
72 49 8
72 40 1
72 95 6
72 91 9
72 20 1
72 23 5
72 78 6
72 1 9
72 64 4
72 13 1
72 85 8
72 26 4
72 88 4
72 62 1
72 51 4
72 2 3
72 81 4
72 28 8
72 37 3
72 60 2
72 61 9
72 55 9
72 21 9
72 5 4
72 10 10
72 83 4
72 87 2
72 19 1
72 29 5
72 15 4
72 9 7
72 97 4
72 71 3
72 35 3
72 98 9
72 59 10
72 96 9
72 93 3
72 82 5
72 30 7
72 67 2
72 80 2
72 54 10
72 42 6
72 4 6
72 84 1
72 48 6
72 69 8
72 89 9
72 43 2
72 27 3
72 41 2
72 0 2
72 25 9
72 56 6
72 17 2
72 22 1
73 58 5
73 62 10
73 4 3
73 93 9
73 35 1
73 24 6
73 42 8
73 13 10
73 76 1
73 41 7
73 27 1
73 1 3
73 29 3
73 79 3
73 37 9
73 43 2
73 32 5
73 0 8
73 88 1
73 74 3
73 36 4
73 34 4
73 68 10
73 70 1
73 28 3
73 8 3
73 94 3
73 14 8
73 84 10
73 78 5
73 25 8
73 11 10
73 60 7
73 18 5
73 5 6
73 65 10
73 20 4
73 55 8
73 59 1
73 64 1
73 92 1
73 82 10
73 23 6
73 7 5
73 90 5
73 85 10
73 56 7
73 49 5
73 6 7
73 40 8
73 26 7
73 30 9
73 66 2
73 67 7
73 17 4
73 48 6
73 53 2
73 45 9
73 89 2
73 9 10
73 3 10
73 15 7
73 83 6
73 69 9
73 31 8
73 46 5
73 12 9
73 44 10
73 71 8
73 86 7
73 99 6
73 47 2
73 10 9
73 75 1
73 91 7
73 22 6
73 77 9
73 39 8
73 63 3
73 97 5
73 19 9
73 21 6
73 81 6
73 51 10
73 57 10
73 80 8
73 87 6
73 2 6
73 33 3
73 95 6
73 61 2
73 50 8
74 49 3
74 78 9
74 84 8
74 56 9
74 29 5
74 28 1
74 21 3
74 41 5
74 69 10
74 19 5
74 58 4
74 73 1
74 53 7
74 57 5
74 65 6
74 31 6
74 98 2
74 33 6
74 94 5
74 35 1
74 14 7
74 93 8
74 23 5
74 66 3
74 32 5
74 77 3
74 0 10
74 82 6
74 99 3
74 20 3
74 85 9
74 97 10
74 80 5
74 6 9
74 79 5
74 48 6
74 89 2
74 55 4
74 88 7
74 36 2
74 1 4
74 37 8
74 13 2
74 76 10
74 9 5
74 8 2
74 70 5
74 52 2
74 95 8
74 17 2
74 63 1
74 43 1
74 81 4
74 96 8
74 34 9
74 40 8
74 27 10
74 18 9
74 3 10
74 22 5
74 10 10
74 47 5
74 51 4
74 12 10
74 92 8
74 83 6
74 38 5
74 59 6
74 87 3
74 16 1
74 54 2
74 45 3
74 60 10
74 67 1
74 72 9
74 24 2
74 50 1
74 44 7
74 75 8
74 68 6
74 11 7
74 62 2
74 61 3
74 91 4
74 86 9
74 15 5
74 2 2
74 42 4
74 30 7
75 0 4
75 7 5
75 92 1
75 22 4
75 93 5
75 62 6
75 58 4
75 37 6
75 36 7
75 23 9
75 14 9
75 30 3
75 15 4
75 26 3
75 4 5
75 80 5
75 79 2
75 68 2
75 12 7
75 38 6
75 76 9
75 98 8
75 25 2
75 73 10
75 35 5
75 18 3
75 49 3
75 20 3
75 6 1
75 64 6
75 21 2
75 59 9
75 2 5
75 83 9
75 45 6
75 78 10
75 47 2
75 27 9
75 46 7
75 13 1
75 85 3
75 88 8
75 57 5
75 24 4
75 71 8
75 67 4
75 72 10
75 51 8
75 81 2
75 97 3
75 42 6
75 31 3
75 87 9
75 82 3
75 70 3
75 8 2
75 33 4
75 54 4
75 10 1
75 52 6
75 60 7
75 9 9
75 90 10
75 56 3
75 17 3
75 50 1
75 99 4
75 69 8
75 86 7
75 66 2
75 63 5
75 43 10
75 41 4
75 5 6
75 44 10
75 89 1
75 34 10
75 94 1
75 55 7
75 28 5
75 11 5
75 95 8
75 29 3
75 3 10
75 65 8
75 32 6
75 1 10
75 40 5
75 48 5
76 8 10
76 63 8
76 34 1
76 5 8
76 14 4
76 22 9
76 82 4
76 50 8
76 42 10
76 80 7
76 91 2
76 7 3
76 32 3
76 84 8
76 96 7
76 41 8
76 28 4
76 20 6
76 43 10
76 89 1
76 21 10
76 13 2
76 85 10
76 93 10
76 23 8
76 3 9
76 33 2
76 57 5
76 74 6
76 36 3
76 99 6
76 90 9
76 35 8
76 92 1
76 12 9
76 72 7
76 47 8
76 69 6
76 79 7
76 59 1
76 97 9
76 52 6
76 81 8
76 18 4
76 49 2
76 25 4
76 2 3
76 60 3
76 83 7
76 86 6
76 65 7
76 71 5
76 31 7
76 37 4
76 26 3
76 39 5
76 1 2
76 98 5
76 61 9
76 38 2
76 6 4
76 66 1
76 56 10
76 70 2
76 68 5
76 46 1
76 77 8
76 10 7
76 27 1
76 58 3
76 24 2
76 95 10
76 15 1
76 4 6
76 9 1
76 16 1
76 55 5
76 78 6
76 53 7
76 64 5
76 73 7
76 11 1
76 88 2
76 0 7
76 67 4
76 75 8
76 30 2
77 26 10
77 37 3
77 78 7
77 55 10
77 5 2
77 71 2
77 42 8
77 7 2
77 44 3
77 21 10
77 95 2
77 27 7
77 94 9
77 65 2
77 98 2
77 68 3
77 67 3
77 34 2
77 96 10
77 91 1
77 83 7
77 70 8
77 56 7
77 4 7
77 53 1
77 45 10
77 60 4
77 73 6
77 24 6
77 11 8
77 13 5
77 16 3
77 20 4
77 0 3
77 84 9
77 35 5
77 61 2
77 43 5
77 3 9
77 92 10
77 30 1
77 6 5
77 9 5
77 57 5
77 23 3
77 46 7
77 79 7
77 52 7
77 19 5
77 72 2
77 47 9
77 39 4
77 41 4
77 86 10
77 74 1
77 40 4
77 93 5
77 51 2
77 49 9
77 1 5
77 89 10
77 76 9
77 33 1
77 10 7
77 22 9
77 54 10
77 14 8
77 36 2
77 90 6
77 69 1
77 38 7
77 15 3
77 32 9
77 75 8
77 66 2
77 50 6
77 28 5
77 62 5
77 64 2
77 25 9
77 8 8
77 58 5
77 2 1
77 80 8
77 12 4
77 97 4
77 63 5
77 85 2
77 88 6
77 81 6
77 17 3
77 59 1
77 18 10
77 99 9
77 87 2
77 31 10
77 82 7
78 38 5
78 1 4
78 88 3
78 84 1
78 44 8
78 98 5
78 64 6
78 69 8
78 95 3
78 20 5
78 55 8
78 11 8
78 42 3
78 29 8
78 31 7
78 96 7
78 21 6
78 24 1
78 94 9
78 56 8
78 71 5
78 59 1
78 14 3
78 0 2
78 25 2
78 57 6
78 9 6
78 92 2
78 17 3
78 10 8
78 13 10
78 89 9
78 45 2
78 65 7
78 74 2
78 19 7
